label,NECTIN2,SLC41A1,SETD1A,BCKDK,PCGF3,USP8,MED12L,CCSER1,TIAL1,HIP1R,RPL13AP3,MIPOL1,MCCC1,TMEM229B,FCGR2A,KTN1,GAK,SLC25A44,RBMS3,ARHGAP27,NSF,WDR41,KANSL1,TMEM175,UBAP2,LDLRAD4,MUC12,MAP4K4,FAM47E,PKP2,ARHGEF2,PMVK,LRRK2,TEKT4,RAB29,WNT3,BAG3,CC2D2A,PLPP4,IRS2,PITPNM2,IP6K2,SPATA6,KNTC1,RILPL2,KRTCAP2,ELOVL7,CCT3,DLG2,GPNMB,TRIM46,SCN2A,FBRSL1,BIN3,ITGA8,KCNN3,ASXL3,SYT17,SPPL2C,PIK3CA,ITGA2B,HLA-DQB1,SNCA,CDC42BPB,P2RX5,ITGAE,PBXIP1,SV2C,SLC18B1,PARP9,RIMS1,FASN,RORA,PDLIM2,SEMA4A,CCDC85A,MED13,RIT1,DGKQ,DYRK1A,TPRA1,KPNA3,SPPL2B,SCARB2,STX1B,KLHL7,CTSB,HLA-DRB1,WDHD1,FYN,GALNT9,LINC02210,ASH1L,SYT10,RIT2,STK39,COMMD1,CARS2,DCUN1D1,ZNF608,DDRGK1,VAMP4,SEC23IP,RPL10,CNTN1,SYT4,TMEM163,INPP5F,HEATR6,NUCKS1,MTF2,HLA-DRA,LZTS3,NDUFAF2,MYLK2,RNF141,CLCN3,LMNA,SIPA1L2,SLC2A13,ITPKB,GPM6B,DNASE1L1,TBC1D5,LAMTOR2,SH3GL2,NOL4,CAMK2D,MAPT
1,0.3700041451082431,0.527316328933347,0.6433588742718529,0.452035666080705,0.6550644571014932,0.4132201549408333,0.5611965092493584,0.5751079220017428,0.6280877598784853,0.4572976480982928,0.5296118162425492,0.393223645719333,0.6949509717811431,0.4913826946002331,0.3050746557521279,0.3306100567034876,0.5628286800141952,0.6143546299293113,0.3807875677509946,0.3107068215934089,0.5532265085434313,0.5359382096872926,0.5372849350297879,0.4296923901532203,0.660267171910042,0.5555961138009953,0.348422714996282,0.4830976123546555,0.5408202679542251,0.5421643583268966,0.674320582250243,0.4269446874919638,0.6149163928262437,0.4544421436448846,0.2942196803252737,0.4918533374677737,0.2721111956718611,0.3891580015540308,0.3545045274117427,0.3628747463934794,0.728166555445725,0.4827533158468751,0.3834351916958272,0.6081448733396952,0.5988654331972105,0.3205450637415662,0.4900258859995897,0.5441872196075209,0.6486492581043333,0.5939452388786024,0.4426893576402435,0.7000292109032477,0.7809629311660437,0.5718256578072046,0.4397809487948123,0.4018466617366594,0.7379531129243642,0.5496748342085459,0.4253226434066998,0.4619473314440196,0.6553889870144785,0.330135141647498,0.734019009253467,0.5428832705447776,0.5452068935257307,0.5762811000946577,0.3542110815204483,0.4233376918286756,0.3828285135983847,0.4691638840713517,0.6581933367101646,0.5115607113860341,0.5253938125719851,0.3942400055497141,0.4843792998923115,0.5931919463568002,0.4397696676490372,0.4422078305253346,0.3624236568716405,0.6573991516519629,0.5027054662739653,0.4056108003776919,0.4437240744929402,0.499817920668133,0.6049420496501281,0.4192184284644332,0.5848421552499504,0.2985467153355312,0.4709336025265059,0.4412149452377891,0.6899265591089541,0.6713793586771942,0.644745283326989,0.3914604626036935,0.4730248711166995,0.5607120964954412,0.5334770591611292,0.5048141261404008,0.5282828605605785,0.4072899354697166,0.7203107049000793,0.5520684158077908,0.4231182810652294,0.564533096179834,0.6008798849384934,0.478926779316181,0.4323045548089952,0.4754387844926955,0.4744030631722888,0.4257140149017616,0.5260842209083226,0.3388155799200739,0.6392055373437033,0.3364173625749247,0.4185788614963989,0.4338635011433149,0.3966612302350201,0.3855055830046676,0.5241071144414066,0.4714026932321624,0.3699586654556863,0.5522982562146993,0.4716804681606781,0.5060377970663963,0.5333220924151238,0.7224240522067543,0.6740750288907549,0.5147130636257236,0.7549269630129934
2,0.6630645003220756,0.6992476912566662,0.3919947828558935,0.5650686065963372,0.5210297938342779,0.3295708750765446,0.367969344180712,0.4406760686949071,0.5981179373337118,0.5544492707027789,0.6183800775462761,0.4315488390939626,0.587700296673217,0.2764991819188295,0.4951000850280353,0.3501619340752448,0.5627009803336706,0.5205441064669735,0.4657203620100288,0.3338017523873205,0.3539730423830559,0.4754132545631,0.253763552706855,0.4625008926551501,0.7362959027334767,0.52316906007328,0.3666307975651533,0.5272797920389949,0.5882554173899884,0.5599665953018315,0.4795736431159718,0.7389448344936862,0.4288239873261811,0.3644817899091679,0.5021926596546152,0.3398974774126517,0.4286536168748938,0.5648130539269046,0.5459669717887528,0.5443629566663295,0.665328097818494,0.5022106325222747,0.4859228535969236,0.4880829302770119,0.7608220951001923,0.3775981011328065,0.4296180230232846,0.5920655865841192,0.7713947758771925,0.609144212119829,0.4627135616222924,0.5682551709192546,0.7465273952188136,0.3379849852009551,0.6956275152489221,0.6682618007267006,0.6544098236716419,0.7602965116050188,0.4714233495387783,0.2790439791139265,0.4167336289063426,0.5048752857618019,0.7889286074485685,0.6197730058307409,0.5133745894700302,0.6555505963501426,0.6544086093158478,0.2632649413478983,0.6477501542412248,0.5810943950672284,0.6216051627574269,0.5634444487966909,0.4641065600602879,0.5083291610000453,0.6966916270164104,0.4823131735747623,0.5092317977109254,0.6773529101605865,0.3789569518480786,0.544423126421718,0.4600769475224686,0.4009878680494582,0.4736459255035917,0.4190479051847518,0.5279023619987716,0.3757419820593028,0.4949261158597964,0.631749425788852,0.4527702491134159,0.5628457113230717,0.5880777576700681,0.5161277114812669,0.6155005544562547,0.6399515244786084,0.5071312333159306,0.5124314495185801,0.5983031984163697,0.4804365260335442,0.3475293878143612,0.536454732328086,0.8104494652804451,0.4362351420135948,0.4054485311960001,0.7580472280236018,0.6774798007137347,0.4167558565300734,0.3847688566289395,0.3228753974055638,0.3801689200322331,0.4090157427678236,0.4810537214406374,0.6228679214344418,0.4977364321177238,0.4142565838720776,0.4022443633954444,0.5117175115326943,0.3090363801797671,0.4734332091842524,0.3377214025958283,0.4202847130594623,0.5175879360369077,0.718595617217055,0.6738385075884302,0.6767623819149327,0.6940695547426587,0.5443664001769577,0.6354692729046446,0.5790165083450437,0.7348856002393788
3,0.4494454360661781,0.4993582361570183,0.5659864772447394,0.6803124511289451,0.5085310842113627,0.3593487689853324,0.5855197519428873,0.632047906583655,0.5138955591642492,0.341385104022317,0.4754081092819518,0.436768107271816,0.6355402688721231,0.5373100695092388,0.3164620204689223,0.3630051415109781,0.6257587390197368,0.6840602416705793,0.3918983456663861,0.3515509210825351,0.5843966377911828,0.4931765672415789,0.3354689432100778,0.4188505481971818,0.5409377805598676,0.5093755342079266,0.4554879014616402,0.4086534136601285,0.6489937473276698,0.4320972328597667,0.6814394078807336,0.6061340181470224,0.5279126810595938,0.5728610871428321,0.3358213733654155,0.3549302490123361,0.2785545453960212,0.4857286333225113,0.3023903596307795,0.3980564543921476,0.6318230622297366,0.3965644650130061,0.4272986832661589,0.5446885873422546,0.5974342477830993,0.4649678624076183,0.4653891012531113,0.6461156810777894,0.6384274562761317,0.6106107131727969,0.4092944445171804,0.6842497546395317,0.6598089129452994,0.5567536019183094,0.6668790622598412,0.392856398333834,0.5989362985586146,0.5616472328401013,0.33384441954396,0.4803801813955384,0.6035119899403251,0.4401856190063358,0.7364044126353045,0.5515058413322386,0.6464241313233267,0.5731277290332472,0.3760632687789913,0.4486174382703058,0.3693756150032456,0.4805549026150856,0.6287514570735739,0.584925553268418,0.4668114205639979,0.5261340878122792,0.3650909411911829,0.6464100517933454,0.4460084794116434,0.5083408397384889,0.4086901113067624,0.5677677079048575,0.5509611203436097,0.3573752022645764,0.4729766628167901,0.3673358769776685,0.5937600100956505,0.4024425902639564,0.6734319312707306,0.3941800101727031,0.5095392403118802,0.3759581145940475,0.8114572701228367,0.5759849562682029,0.5977359203643163,0.4388597100653804,0.663333891368239,0.6175707891569875,0.6491081436626781,0.6273167947133761,0.3485580507363654,0.3250273542330418,0.7524897606487051,0.5485282322238151,0.3374537554405029,0.6246565830339296,0.6497079083229939,0.5048272247116589,0.4796752265352396,0.5050164509419569,0.4505177884407045,0.3252716575918375,0.4877783107982287,0.3657182194558892,0.6334729551971432,0.4383542741275945,0.5629679355461185,0.5088058417667606,0.3353261998316361,0.4622002321187721,0.5493050157263651,0.5523615468261945,0.3469375859098709,0.5544615134538257,0.6078061522405332,0.5747248538529076,0.6615481059292279,0.7023216630408357,0.6283860981551213,0.4864318374970369,0.7142705710203262
4,0.3346345904206247,0.5194263653793553,0.6499043200466793,0.3609552098586897,0.5222717909621312,0.4353114306555374,0.542857053621286,0.6753015514000117,0.6865135426189011,0.3433271845494826,0.4216041764790148,0.6215259742931313,0.582781145268878,0.5697528818963646,0.2897209450778304,0.363849136822552,0.5712453707160537,0.6158077901957557,0.4336938366130722,0.4451506574316666,0.4793588387182012,0.3732763168969367,0.5722532480208474,0.413747634198448,0.4585847920237926,0.4957745506830784,0.4253998757932811,0.357372357918905,0.4527812402592723,0.4651590139792152,0.680442562200872,0.3656188392927291,0.759438010077134,0.4541681932778221,0.2973738948513639,0.627582534036098,0.2090585316833868,0.4118430450480452,0.2195559911123044,0.4803838805751725,0.5829901689312368,0.6409606667256016,0.4690360350189612,0.6174026624024732,0.3767421008359832,0.4633322764700434,0.5385382892926418,0.5261678781897324,0.4862691131247322,0.4032349516105198,0.4695978469474013,0.6546728928148805,0.7273889941153845,0.6275327373889307,0.4486710363798663,0.2481176145588131,0.5939757005051179,0.2704545342452278,0.3207308322527666,0.5923277287856026,0.76320856880082,0.3258678652783081,0.5795980824091093,0.4418376009055502,0.4762543891925473,0.5140259163134732,0.2545722312573204,0.5434484516463528,0.418632205488511,0.4453871659017088,0.539088849289335,0.5509363015307142,0.764781634270462,0.471447419130803,0.2879045420363584,0.5085185014095046,0.5067747550409114,0.3008658960630636,0.4286566092957586,0.5504634511209762,0.5958084421806186,0.3684596925258088,0.5349675110409018,0.4617463602328183,0.7313317365228413,0.4263569123068961,0.6637155096816466,0.365216671103362,0.5568975052754219,0.3390740140245076,0.7426561945324748,0.7565290477140868,0.6810247086164053,0.4049334311968218,0.3757668919967141,0.4233333444864588,0.5598725449588359,0.5697095485260043,0.464222537933451,0.3538552496618066,0.6011729201894733,0.5096677623958935,0.3687102169005567,0.5642830071953758,0.4002878406772958,0.4639259367582901,0.5003737091155745,0.5367927254719969,0.5043204462991446,0.4241735876318204,0.6319846852986883,0.2832565048545226,0.6857954617403083,0.4343829641767328,0.6043853641492111,0.3812544334583919,0.4272118750156935,0.3760418114520933,0.5406527929398951,0.5267656936706729,0.3615106934208996,0.3700041389331661,0.4205819089638252,0.4788226775545838,0.4004296552907405,0.7147977633471864,0.5675266337474363,0.4064979244450477,0.6573485973180534
5,0.7129213242041365,0.6391088599629587,0.5201000337614069,0.527738082133082,0.456738348310576,0.3986242733681464,0.3220258455180932,0.2687032917466554,0.5479288853252626,0.5774516710854342,0.6971774351583933,0.5446039951818776,0.5015970699338924,0.6090651998008686,0.5344493325077483,0.325286263614058,0.5231527506376423,0.6632091368126227,0.4169272819720164,0.4228020698114902,0.4541128667557604,0.6258231122499195,0.1815906077402022,0.5009756747224983,0.7697020000427379,0.4714815925224879,0.4397064460362567,0.6146705910301513,0.5634834885471799,0.5633926356099375,0.5595406803620987,0.6651763276495032,0.3415476256187289,0.3978786435252366,0.559760450391775,0.3831215856473476,0.5595447706199538,0.686858843729909,0.5542572950056345,0.4158089687162754,0.7533252401004057,0.4566534505560378,0.4843940739535455,0.4693807917353854,0.8891614068280714,0.3373744783485063,0.3869375390257667,0.6642565888026287,0.8497859384272912,0.7900886071639256,0.4031948326824466,0.5750116099252155,0.751571332896408,0.3507274094389584,0.4416236421146518,0.7529971164162922,0.5460661025617786,0.7296215999102577,0.512960397509104,0.2199722814354049,0.292155598547245,0.6116109444455552,0.7702696840185986,0.6965809687083241,0.6346415969264909,0.6778976376230136,0.67438682142143,0.1724316246346936,0.5621341800905235,0.653634381911624,0.6780655155477415,0.5339074442065063,0.4927042974656206,0.409713461339441,0.8458915863975109,0.4685872897291536,0.5347491945964237,0.5811920442636037,0.5191181588635153,0.5994283099519625,0.4478039550344049,0.4896012852146819,0.3480361005464478,0.3197581786161204,0.3964188074382566,0.4422021859159024,0.4737597396302467,0.7150989678659077,0.4460694831881457,0.7623821705142473,0.5641304228642204,0.4975088471864214,0.5580684007208057,0.2846996139383005,0.3960656398775674,0.4777742854859055,0.6800242980912795,0.4490882120753909,0.3478861598196634,0.4991734741215394,0.6828844658129966,0.4257244293469871,0.5225639125797753,0.7011051371840834,0.6674364998890571,0.3540614177933895,0.602623083018175,0.3467041347336836,0.378340082740989,0.3330811512757967,0.3970657195147957,0.7536275185559004,0.5358740204475919,0.5151754287426679,0.2882329353507494,0.4024748721168592,0.2440198243614876,0.4594683258918537,0.2374391569725759,0.5206445435259113,0.4998669907192152,0.7120793973503687,0.765743551201786,0.7252045842561166,0.7682272832754057,0.62438035606527,0.6871483241316,0.7990635154781268,0.7915141580410737
6,0.4662705140609882,0.4420051819504574,0.5500873312059348,0.5892503372586086,0.5445731612292032,0.365051519834167,0.5061919155209728,0.5126940428172838,0.5563523004292298,0.4117844100876245,0.5336349783510348,0.4235283523921947,0.561687203142882,0.4331643504012127,0.3723058976799679,0.3206604554332085,0.6198310084904958,0.6959016306713032,0.3202333078091952,0.3446229264863814,0.6009616636476974,0.4985783220974249,0.3404128999209067,0.5044091453406246,0.7081539475855166,0.4598285000108053,0.3788972912280495,0.4606403828843437,0.5723171194179216,0.531658538594023,0.6643929484132768,0.541589116428974,0.5937222380046333,0.4949573962596016,0.3423602736798209,0.4322417750777207,0.3279650942380711,0.4959886071270952,0.4060071698775902,0.3726801878493768,0.7607424710930947,0.4207218764874111,0.3507973846204375,0.5565075508109963,0.7301920942254897,0.3546621393971732,0.3984797112603032,0.6275154102408055,0.7132023040832577,0.5926713709651238,0.4091042974805797,0.7554153439311534,0.7339625554708786,0.6000241357709426,0.4176410279330041,0.5083931254958522,0.745037826332521,0.688920814197285,0.3928283290273395,0.3766493406171918,0.5698902766472232,0.4154634362749072,0.83027097812528,0.5969061844989342,0.6436641376101674,0.5762892143007007,0.4509257187987258,0.2840708519576813,0.3709999400536206,0.4492136471874299,0.6423170005266042,0.5653399738992261,0.4793836234998713,0.3373703137175727,0.6938947563428862,0.5449176073085807,0.4583493257472537,0.3933865208672351,0.441845230427883,0.6164842671108942,0.5735989486194027,0.4904834142428517,0.4316657962187153,0.3893199828293521,0.5328239297283357,0.4306452116166657,0.6275956728045393,0.4044553452202013,0.5025277137788198,0.5829035285617984,0.7060117236381079,0.5811998279414833,0.6188243425911871,0.4537055895494722,0.4666831560937834,0.4552197605537427,0.5828356890328009,0.5535126643329138,0.4063315354475771,0.3861157266050747,0.7643360877309542,0.5290807817225083,0.4265216059748016,0.5711348097270006,0.7056953569486781,0.4523597319428457,0.4987490231696512,0.4049126935960161,0.5492562224515737,0.3796652440770831,0.501595605820485,0.4297538160286309,0.6187332922855476,0.3439005039906155,0.3052996847510569,0.3334756152288855,0.2854340275231213,0.3613274746610982,0.4545522071547616,0.5308108313798731,0.3469947265042736,0.5743902725727688,0.6040200363114491,0.5595663447160554,0.5521038727381681,0.7669615426647055,0.7390189941498725,0.6963215162167323,0.7622240564798718
7,0.416464186779592,0.5232524574786653,0.582936259268536,0.4909547166612888,0.58398456290601,0.4013617445745978,0.5648340857960973,0.6328973302969362,0.5635253427050491,0.4036517024833039,0.511230591801818,0.4563309631313634,0.6455635346640421,0.5714051934765155,0.3091024063414693,0.3502826809016126,0.537214251091819,0.6875203153898869,0.3888532119174639,0.3837824763856197,0.5716667308065077,0.4848609164921151,0.4564867805659116,0.4871358742533822,0.5725698320249155,0.4821600490991593,0.4073986452057521,0.4774768395970432,0.5852065461512083,0.492243789223784,0.659815350600153,0.4741631314826913,0.6286681716518415,0.459113165481687,0.3149444987223489,0.4853347141960801,0.2479922768905944,0.4422922100124056,0.319713957595737,0.4322148452200038,0.6965330295522825,0.5099599725839037,0.4367199954867071,0.5403613548599182,0.5520333975718308,0.3239700039547179,0.4644115883199403,0.5515153568561048,0.6185656564086776,0.5786561158055169,0.4299071585719743,0.7002999816927987,0.788833566326705,0.5556822616230581,0.4619948494240085,0.3966802156070835,0.6734842356864834,0.4661740759663128,0.3970836203671169,0.5287558197725374,0.6698947071162834,0.4195630607369069,0.7206014998193743,0.5280493138535147,0.5450643509573605,0.5776748544388954,0.3311999259624877,0.4777240770457313,0.4370394650622284,0.4565881426539809,0.6096188155284575,0.5135491176186245,0.6168305114932376,0.4373627754918379,0.4390718613147757,0.5790291008663879,0.4813568016549847,0.3763881117852974,0.4672118559593819,0.6423525061187892,0.5405148783641031,0.3529725169521025,0.4483832817500728,0.4481562262080784,0.6345244618649108,0.4631962774449198,0.6182516565901314,0.3936321500651629,0.5138727773905919,0.4623677881197603,0.7295042454215762,0.6453746551089368,0.6580133343553297,0.3956706444071165,0.4646255190716212,0.5206535322473814,0.5887173904205097,0.5007675922359291,0.4793987185926087,0.3689591587388723,0.6903471094202974,0.5625427210887465,0.3974118021341969,0.5697224984123453,0.5687283955577201,0.4349323197111613,0.5051675898064106,0.5049828747808346,0.5183825237977665,0.4047870499886004,0.5337675827463467,0.3916428211190039,0.7052460525367872,0.3982691895813748,0.4402028589592937,0.4261453975550533,0.3776607814996597,0.3098564278935374,0.5313789525805025,0.4983474524794105,0.356500486388557,0.4696653430136561,0.5557136700578048,0.5871298359319782,0.5316491594173093,0.7384846066539845,0.6307498264505963,0.5266372670261718,0.731534918727632
8,0.4828171550503233,0.4917792800178902,0.5539672007056436,0.582102717002353,0.5688802267722234,0.3483477744528678,0.5160938633392809,0.516673252966463,0.518341780959409,0.4024373577856963,0.5337822514438977,0.4025294784100694,0.6063387988012118,0.4153449059329059,0.3201565569542979,0.3031005213500888,0.5924319515307687,0.6925437148381745,0.3303078167743848,0.3267182889941083,0.5555751532678065,0.508084338025733,0.3768048726484824,0.4774297154678815,0.6735733793821029,0.4457308038444101,0.3842748795006399,0.447621852112845,0.6017901711148251,0.531370083415426,0.6579555799295725,0.552823783636443,0.5706095586248703,0.4968619910292327,0.3314650631278535,0.4249790792718999,0.3106387403626262,0.4740391750728192,0.393748778101975,0.3839481436441689,0.7697552608422688,0.4394091495208763,0.3449352865260989,0.5523710055578505,0.7225372357437299,0.3385070738764725,0.3759795546992135,0.5842616765978967,0.6850422767359429,0.641027058988518,0.3842673393512794,0.7541820784147012,0.7596661925879181,0.601736356724495,0.4200858603782429,0.5162548216802892,0.7691325829005474,0.6798716530307075,0.4157571090805876,0.3980000596638973,0.5949424057879169,0.4376165622055444,0.8234273416531533,0.6180156194723946,0.6518452663147142,0.5745226809063438,0.4807099270174357,0.3014201114040917,0.3945630879449722,0.4829631539980386,0.6369283394473453,0.5210591875793628,0.4850577688909925,0.3491298027136406,0.6464684467081944,0.5959720359640287,0.4376858156522383,0.4046694056314372,0.397211143683811,0.647856572058975,0.5456898645833731,0.4245546666952633,0.4277465917795611,0.3754423400411935,0.5469425473231211,0.4270981720658945,0.6350573035402282,0.3658997944537318,0.4780749085222208,0.5346808659125686,0.7133470739484977,0.5962552752316801,0.6197680548067833,0.462926477821384,0.5054645152004665,0.4474153216999161,0.5928570653397415,0.5535113720550359,0.4174688822786235,0.3800200550197544,0.7728750941789005,0.5318709059617622,0.4007078348612499,0.5634924716922891,0.698627283730891,0.4682396496583803,0.4611808426273347,0.400957898193891,0.5323504780492622,0.3544361443809528,0.4995556619635519,0.3820823842721872,0.6468329394382644,0.3409728227436674,0.3560669310124312,0.3473855336503093,0.2885702902053391,0.3461266113336274,0.4963457148198389,0.5201794290135288,0.3735433343214994,0.5940105266013441,0.5841843102121625,0.5328663582607261,0.5715387047640609,0.7557489000335682,0.7344579453140776,0.6521248972810942,0.7720404697342816
9,0.426140993821049,0.4902548107204955,0.5127412188665674,0.4603001877767022,0.5997409032051793,0.3930959882781024,0.546317661157977,0.5489655421182881,0.5679669732354307,0.4575813120426844,0.4477846308710956,0.3932283609231315,0.6575967634462702,0.5684978170403695,0.2899537906015974,0.3541721237765802,0.5080966108510899,0.6263821918310585,0.3771977280289044,0.2762590065425209,0.4685441480560117,0.4767405774638059,0.4743200120342349,0.4628033184746473,0.6542767850623307,0.4894604307247771,0.4680013626670311,0.4492284330257414,0.5128669334273771,0.5415033498411211,0.6006546339726175,0.4291875199237671,0.6373555101658785,0.4868884446744468,0.2901465148300539,0.5459486362789812,0.2827174379821142,0.4326996455134475,0.3552731489308414,0.3918961857535418,0.6989480166339082,0.4957678252017157,0.4436438763303652,0.5183724329353252,0.5278604338617939,0.3153751963019071,0.5282073908719607,0.5324194800890337,0.6874900363693341,0.455912165903167,0.455397133120176,0.6408642249480935,0.8026178699049273,0.5100846432286515,0.5453275363349411,0.3794391380287085,0.6937634828095144,0.4626590003990813,0.414884930228355,0.5009281511848013,0.6986820803280445,0.3334817268431817,0.6826286384408419,0.5844110354267277,0.4884707328676586,0.5803385223556466,0.3958381970331446,0.3828830296070539,0.4705806825231091,0.4406396995427509,0.6147011619947712,0.4513293317284435,0.5987862549155867,0.4715153786728723,0.4373330860187658,0.5227032956792207,0.4568164516279844,0.4502366834184463,0.2774571224339539,0.6423420855276852,0.5521388368087752,0.4143242443948099,0.4370081966098527,0.4371327863745757,0.570534867155532,0.3783801389126793,0.4738450653261662,0.3939720891883757,0.4048848520759118,0.3698313206895836,0.6819461285259097,0.6807425660231904,0.6248347008553851,0.4936238675099491,0.4336645689272947,0.552447413221262,0.5465393176699408,0.5073803074642936,0.4925931873839202,0.2976641657801363,0.6476126315619193,0.5277385993127574,0.3705049231527861,0.5957213745881452,0.5228359731038101,0.44456630224459,0.5313736944573759,0.4738878908702225,0.480216646186118,0.3750065978635248,0.4180058146498891,0.3481068825561264,0.652931784644866,0.4018650002724748,0.5168350033808812,0.4375208868541878,0.366025518841636,0.3213502905635412,0.5296180390315431,0.4815055808149852,0.2930988569593913,0.4458088118637613,0.5996452786604501,0.6594680392710015,0.5416609753417921,0.7114792699163445,0.6420539136535244,0.494130359235928,0.7651708451991958
10,0.3423914868071503,0.5359181069297728,0.5734344912184959,0.3674317948021259,0.5852728001317414,0.4629775382481594,0.552169059806305,0.6719275787003144,0.6491313823563688,0.3830025571726279,0.5014745537115569,0.5050376907302138,0.6673990734478102,0.5828422471234791,0.3038178033324726,0.3982895662129473,0.5844037134024646,0.6143519684927298,0.3798952718837099,0.4380181027917145,0.4941356627874781,0.4423766376530625,0.5756536766176475,0.4161685812672949,0.5886385395555079,0.5262695721771774,0.379727907815335,0.4974180844751547,0.4756916093636302,0.5318705122445756,0.7063903086394706,0.3730276383409226,0.7606961209155124,0.4047669165978625,0.3205789672060763,0.5857372095175689,0.234795760971249,0.4825916837517908,0.2900032573861324,0.4234935348984168,0.667767410836792,0.6149667972359425,0.4699294778470178,0.5576259370939635,0.4501007878099008,0.3415730823883848,0.5208278964540154,0.5476541177094201,0.5789817034943111,0.5029131692928736,0.4210311573038299,0.686066360536738,0.7785356927340493,0.703893739363374,0.4259693430404542,0.3359985999894286,0.6596280855571396,0.3164640809115531,0.3545708560672753,0.618476445579141,0.7297977263065091,0.3183251410618105,0.6260610418712728,0.4883204846421713,0.5025859098669326,0.5362731376135196,0.3132125490825344,0.4782638771729107,0.4422328035713613,0.5193944134219364,0.5673821686322807,0.4991132894564178,0.7334544163342375,0.4148619375089017,0.3245887860611455,0.5360501393171034,0.5569493110914195,0.3388443221759732,0.3941275093776725,0.6147898978902093,0.5624269468494675,0.3966655956355183,0.5517444337245311,0.4666581456797458,0.6747122175226624,0.4439838688719498,0.5886897227856682,0.3581168195638313,0.563033816025522,0.4650817722241302,0.7276166562901626,0.7382826410345685,0.6997238473932835,0.3931947553284241,0.3797597492379329,0.4778097448734437,0.5468689656961123,0.6429694005060927,0.4797582110004741,0.36081405412165,0.6319729549879846,0.5495778823852248,0.4355654678648488,0.5493488127738745,0.5024097812948921,0.4407714394093298,0.5164984350369163,0.5663117489275501,0.5422021893925558,0.4382240527341183,0.5906351924679246,0.323307303023565,0.7178631257142034,0.3980613144806884,0.5249086338392529,0.3756200736825482,0.3674662989729437,0.3414861626185781,0.5544966913362551,0.5254449810568599,0.3179089819872805,0.39343610846075,0.4729881921981881,0.5076888585089594,0.4078879655577362,0.7153021716136903,0.5672748330362297,0.4225915552470365,0.7652609817111126
